�����������������8K؟�����ў����������8K���8K���8K���8K����������K��������؟����؟��������������������8K؟�����ў����������8K���8K���8K���8K����������K��������؟����؟��������������������8K؟�����ў����������8K���8K���8K���8K�����battery_voltage	64.00
calculte_milli_coulombs_transffred	-328739.0937500000
battery_capacity_coulomb	54011.1210937500
battery_capacity_milli_coulomb	54011120
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17258
% bat	50010.29687
% batA	0.00000
% batB	0.00000
% batC	65.95983

BAT PERCENT
50.01 %
dt_ms	76068.00
last_read_micros	9192064
current_read_micros	9268132
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8034000396
calculte_milli_coulombs_transffred	-599035.5625000000
battery_capacity_coulomb	54010.0585937500
battery_capacity_milli_coulomb	54010061
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17563
% bat	50009.31640
% batA	0.00000
% batB	0.00000
% batC	58.57282

dt_ms	39076.00
last_read_micros	9268132
current_read_micros	9307208
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9538000106
calculte_milli_coulombs_transffred	-308348.7187500000
battery_capacity_coulomb	54000.8476562500
battery_capacity_milli_coulomb	54000850
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20615
% bat	50000.78515
% batA	0.00000
% batB	0.00000
% batC	-5.67801

dt_ms	41648.00
last_read_micros	9307208
current_read_micros	9348856
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0824000835
calculte_milli_coulombs_transffred	-328644.3750000000
battery_capacity_coulomb	54020.1835937500
battery_capacity_milli_coulomb	54020182
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.14511
% bat	50018.68750
% batA	0.00000
% batB	100.00000
% batC	129.17131

dt_ms	41908.00
last_read_micros	9348856
current_read_micros	9390764
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0954000949
calculte_milli_coulombs_transffred	-330696.0625000000
battery_capacity_coulomb	54019.2148437500
battery_capacity_milli_coulomb	54019218
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.14817
% bat	50017.79296
% batA	0.00000
% batB	100.00000
% batC	122.44699

dt_ms	41904.00
last_read_micros	9390764
current_read_micros	9432668
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-330664.4687500000
battery_capacity_coulomb	54016.1992187500
battery_capacity_milli_coulomb	54016202
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.15732
% bat	50015.00000
% batA	0.00000
% batB	100.00000
% batC	101.40904

dt_ms	41904.00
last_read_micros	9432668
current_read_micros	9474572
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-329994.0000000000
battery_capacity_coulomb	54013.2148437500
battery_capacity_milli_coulomb	54013218
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16648
% bat	50012.23828
% batA	0.00000
% batB	0.00000
% batC	80.59431

dt_ms	41652.00
last_read_micros	9474572
current_read_micros	9516224
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0825998783
calculte_milli_coulombs_transffred	-328675.9375000000
battery_capacity_coulomb	54010.9023437500
battery_capacity_milli_coulomb	54010904
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17563
% bat	50010.09765
% batA	0.00000
% batB	0.00000
% batC	64.45313

BAT PERCENT
50.01 %
dt_ms	76084.00
last_read_micros	9516224
current_read_micros	9592308
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8041999816
calculte_milli_coulombs_transffred	-600378.8750000000
battery_capacity_coulomb	54009.9062500000
battery_capacity_milli_coulomb	54009909
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17868
% bat	50009.17578
% batA	0.00000
% batB	0.00000
% batC	57.51255

dt_ms	39076.00
last_read_micros	9592308
current_read_micros	9631384
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9538000106
calculte_milli_coulombs_transffred	-308348.7187500000
battery_capacity_coulomb	53999.3554687500
battery_capacity_milli_coulomb	53999355
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20920
% bat	49999.40234
% batA	0.00000
% batB	0.00000
% batC	-16.10631

dt_ms	41732.00
last_read_micros	9631384
current_read_micros	9673116
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0866000652
calculte_milli_coulombs_transffred	-328639.5000000000
battery_capacity_coulomb	54018.6875000000
battery_capacity_milli_coulomb	54018687
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.15122
% bat	50017.30468
% batA	0.00000
% batB	100.00000
% batC	118.74303

dt_ms	41912.00
last_read_micros	9673116
current_read_micros	9715028
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	54017.7265625000
battery_capacity_milli_coulomb	54017728
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.15427
% bat	50016.41796
% batA	0.00000
% batB	100.00000
% batC	112.05358

dt_ms	41900.00
last_read_micros	9715028
current_read_micros	9756928
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	-330632.9062500000
battery_capacity_coulomb	54015.3515625000
battery_capacity_milli_coulomb	54015351
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16037
% bat	50014.21484
% batA	0.00000
% batB	0.00000
% batC	95.47294

dt_ms	41648.00
last_read_micros	9756928
current_read_micros	9798576
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0824000835
calculte_milli_coulombs_transffred	-328644.3750000000
battery_capacity_coulomb	54012.3984375000
battery_capacity_milli_coulomb	54012399
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16953
% bat	50011.48046
% batA	0.00000
% batB	0.00000
% batC	74.88142

dt_ms	41668.00
last_read_micros	9798576
current_read_micros	9840244
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0834000110
calculte_milli_coulombs_transffred	-328135.5000000000
battery_capacity_coulomb	54011.4375000000
battery_capacity_milli_coulomb	54011435
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17258
% bat	50010.58984
% batA	0.00000
% batB	0.00000
% batC	68.15709

BAT PERCENT
50.01 %
dt_ms	76052.00
last_read_micros	9840244
current_read_micros	9916296
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8025999069
calculte_milli_coulombs_transffred	-600126.3750000000
battery_capacity_coulomb	54010.9804687500
battery_capacity_milli_coulomb	54010980
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17563
% bat	50010.17187
% batA	0.00000
% batB	0.00000
% batC	64.98326

dt_ms	39088.00
last_read_micros	9916296
current_read_micros	9955384
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9543999671
calculte_milli_coulombs_transffred	-308443.4062500000
battery_capacity_coulomb	54000.6796875000
battery_capacity_milli_coulomb	54000678
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20615
% bat	50000.62890
% batA	0.00000
% batB	0.00000
% batC	-6.87779

dt_ms	41648.00
last_read_micros	9955384
current_read_micros	9997032
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0824000835
calculte_milli_coulombs_transffred	-327978.0000000000
battery_capacity_coulomb	54019.9140625000
battery_capacity_milli_coulomb	54019915
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.14817
% bat	50018.44140
% batA	0.00000
% batB	100.00000
% batC	127.30888

dt_ms	41904.00
last_read_micros	9997032
current_read_micros	10038936
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-329994.0000000000
battery_capacity_coulomb	54019.6171875000
battery_capacity_milli_coulomb	54019617
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.14817
% bat	50018.16015
% batA	0.00000
% batB	100.00000
% batC	125.23019

dt_ms	41988.00
last_read_micros	10038936
current_read_micros	10080924
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-331327.3125000000
battery_capacity_coulomb	54017.3046875000
battery_capacity_milli_coulomb	54017303
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.15427
% bat	50016.02734
% batA	0.00000
% batB	100.00000
% batC	109.08901

dt_ms	42076.00
last_read_micros	10080924
current_read_micros	10123000
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1038000583
calculte_milli_coulombs_transffred	-331348.5312500000
battery_capacity_coulomb	54013.6562500000
battery_capacity_milli_coulomb	54013656
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16648
% bat	50012.64062
% batA	0.00000
% batB	0.00000
% batC	83.64955

dt_ms	41840.00
last_read_micros	10123000
current_read_micros	10164840
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0920000076
calculte_milli_coulombs_transffred	-330159.4375000000
battery_capacity_coulomb	54009.9882812500
battery_capacity_milli_coulomb	54009988
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17868
% bat	50009.25000
% batA	0.00000
% batB	0.00000
% batC	58.06362

BAT PERCENT
50.01 %
dt_ms	76244.00
last_read_micros	10164840
current_read_micros	10241084
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8122000694
calculte_milli_coulombs_transffred	-601641.4375000000
battery_capacity_coulomb	54007.5078125000
battery_capacity_milli_coulomb	54007509
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.18479
% bat	50006.94921
% batA	0.00000
% batB	0.00000
% batC	40.77148

dt_ms	39244.00
last_read_micros	10241084
current_read_micros	10280328
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9622000694
calculte_milli_coulombs_transffred	-309046.5000000000
battery_capacity_coulomb	53995.6914062500
battery_capacity_milli_coulomb	53995692
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.22141
% bat	49996.01171
% batA	0.00000
% batB	0.00000
% batC	-41.65737

dt_ms	41900.00
last_read_micros	10280328
current_read_micros	10322228
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	-329962.5000000000
battery_capacity_coulomb	54014.3281250000
battery_capacity_milli_coulomb	54014326
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16342
% bat	50013.26562
% batA	0.00000
% batB	0.00000
% batC	88.32311

dt_ms	41836.00
last_read_micros	10322228
current_read_micros	10364064
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0917999744
calculte_milli_coulombs_transffred	-330127.8750000000
battery_capacity_coulomb	54012.0429687500
battery_capacity_milli_coulomb	54012044
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.16953
% bat	50011.14843
% batA	0.00000
% batB	0.00000
% batC	72.40514

dt_ms	41808.00
last_read_micros	10364064
current_read_micros	10405872
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0903999805
calculte_milli_coulombs_transffred	-329238.0312500000
battery_capacity_coulomb	54009.5976562500
battery_capacity_milli_coulomb	54009597
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17868
% bat	50008.88281
% batA	0.00000
% batB	0.00000
% batC	55.33621

dt_ms	41820.00
last_read_micros	10405872
current_read_micros	10447692
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-329332.5312500000
battery_capacity_coulomb	54008.0390625000
battery_capacity_milli_coulomb	54008039
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.18173
% bat	50007.44140
% batA	0.00000
% batB	0.00000
% batC	44.46847

dt_ms	41820.00
last_read_micros	10447692
current_read_micros	10489512
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-330001.6562500000
battery_capacity_coulomb	54006.3867187500
battery_capacity_milli_coulomb	54006387
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.18784
% bat	50005.91796
% batA	0.00000
% batB	0.00000
% batC	32.94503

BAT PERCENT
50.00 %
dt_ms	76264.00
last_read_micros	10489512
current_read_micros	10565776
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8131999969
calculte_milli_coulombs_transffred	-600579.0625000000
battery_capacity_coulomb	54004.0625000000
battery_capacity_milli_coulomb	54004066
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.19395
% bat	50003.76562
% batA	0.00000
% batB	0.00000
% batC	16.75502

dt_ms	39248.00
last_read_micros	10565776
current_read_micros	10605024
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9623999595
calculte_milli_coulombs_transffred	-309078.0312500000
battery_capacity_coulomb	53993.3125000000
battery_capacity_milli_coulomb	53993311
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.22751
% bat	49993.80859
% batA	0.00000
% batB	0.00000
% batC	-58.26590

dt_ms	41908.00
last_read_micros	10605024
current_read_micros	10646932
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0954000949
calculte_milli_coulombs_transffred	-330025.5312500000
battery_capacity_coulomb	54011.9101562500
battery_capacity_milli_coulomb	54011913
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17258
% bat	50011.03125
% batA	0.00000
% batB	0.00000
% batC	71.49135

dt_ms	41824.00
last_read_micros	10646932
current_read_micros	10688756
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-330033.1875000000
battery_capacity_coulomb	54009.5664062500
battery_capacity_milli_coulomb	54009568
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17868
% bat	50008.86328
% batA	0.00000
% batB	0.00000
% batC	55.13393

dt_ms	41816.00
last_read_micros	10688756
current_read_micros	10730572
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-329301.0000000000
battery_capacity_coulomb	54007.2148437500
battery_capacity_milli_coulomb	54007215
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.18479
% bat	50006.67968
% batA	0.00000
% batB	0.00000
% batC	38.72070

dt_ms	41820.00
last_read_micros	10730572
current_read_micros	10772392
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-329332.5312500000
battery_capacity_coulomb	54005.5937500000
battery_capacity_milli_coulomb	54005594
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.19089
% bat	50005.17578
% batA	0.00000
% batB	0.00000
% batC	27.41350

dt_ms	41820.00
last_read_micros	10772392
current_read_micros	10814212
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-329332.5312500000
battery_capacity_coulomb	54003.9453125000
battery_capacity_milli_coulomb	54003942
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.19700
% bat	50003.65234
% batA	0.00000
% batB	0.00000
% batC	15.89007

BAT PERCENT
50.00 %
dt_ms	76248.00
last_read_micros	10814212
current_read_micros	10890460
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8124000549
calculte_milli_coulombs_transffred	-601673.0000000000
battery_capacity_coulomb	54002.2890625000
battery_capacity_milli_coulomb	54002290
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20005
% bat	50002.12109
% batA	0.00000
% batB	0.00000
% batC	4.36663

dt_ms	39168.00
last_read_micros	10890460
current_read_micros	10929628
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9583999633
calculte_milli_coulombs_transffred	-309074.6875000000
battery_capacity_coulomb	53990.4414062500
battery_capacity_milli_coulomb	53990441
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.23667
% bat	49991.14843
% batA	0.00000
% batB	0.00000
% batC	-78.28544

dt_ms	41896.00
last_read_micros	10929628
current_read_micros	10971524
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0947999954
calculte_milli_coulombs_transffred	-329931.0312500000
battery_capacity_coulomb	54009.0468750000
battery_capacity_milli_coulomb	54009047
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.17868
% bat	50008.37890
% batA	0.00000
% batB	0.00000
% batC	51.49972

dt_ms	41820.00
last_read_micros	10971524
current_read_micros	11013344
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-330001.6562500000
battery_capacity_coulomb	54006.7968750000
battery_capacity_milli_coulomb	54006796
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.18784
% bat	50006.28906
% batA	0.00000
% batB	0.00000
% batC	35.79799

dt_ms	41820.00
last_read_micros	11013344
current_read_micros	11055164
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-329332.5312500000
battery_capacity_coulomb	54004.4765625000
battery_capacity_milli_coulomb	54004475
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.19395
% bat	50004.14453
% batA	0.00000
% batB	0.00000
% batC	19.60798

dt_ms	41820.00
last_read_micros	11055164
current_read_micros	11096984
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-330001.6562500000
battery_capacity_coulomb	54002.8242187500
battery_capacity_milli_coulomb	54002823
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20005
% bat	50002.61718
% batA	0.00000
% batB	0.00000
% batC	8.08454

dt_ms	41736.00
last_read_micros	11096984
current_read_micros	11138720
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-328671.0312500000
battery_capacity_coulomb	54000.5039062500
battery_capacity_milli_coulomb	54000502
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20615
% bat	50000.46484
% batA	0.00000
% batB	0.00000
% batC	-8.10547

BAT PERCENT
50.00 %
dt_ms	76296.00
last_read_micros	11138720
current_read_micros	11215016
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8148000717
calculte_milli_coulombs_transffred	-602051.7500000000
battery_capacity_coulomb	53999.5117187500
battery_capacity_milli_coulomb	53999511
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20920
% bat	49999.55078
% batA	0.00000
% batB	0.00000
% batC	-15.01814

dt_ms	39344.00
last_read_micros	11215016
current_read_micros	11254360
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9672000885
calculte_milli_coulombs_transffred	-310463.5000000000
battery_capacity_coulomb	53987.2851562500
battery_capacity_milli_coulomb	53987284
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.24583
% bat	49988.22265
% batA	0.00000
% batB	-100.00000
% batC	-100.30693

dt_ms	42228.00
last_read_micros	11254360
current_read_micros	11296588
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1113998889
calculte_milli_coulombs_transffred	-332545.5312500000
battery_capacity_coulomb	54004.5000000000
battery_capacity_milli_coulomb	54004501
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.19395
% bat	50004.16406
% batA	0.00000
% batB	0.00000
% batC	19.78934

dt_ms	41828.00
last_read_micros	11296588
current_read_micros	11338416
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	-329395.5000000000
battery_capacity_coulomb	53999.6367187500
battery_capacity_milli_coulomb	53999636
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.20920
% bat	49999.66406
% batA	0.00000
% batB	0.00000
% batC	-14.14620

dt_ms	41912.00
last_read_micros	11338416
current_read_micros	11380328
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	53997.9218750000
battery_capacity_milli_coulomb	53997921
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.21531
% bat	49998.07421
% batA	0.00000
% batB	0.00000
% batC	-26.10910

dt_ms	41896.00
last_read_micros	11380328
current_read_micros	11422224
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0947999954
calculte_milli_coulombs_transffred	-329931.0312500000
battery_capacity_coulomb	53995.5429687500
battery_capacity_milli_coulomb	53995544
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.22141
% bat	49995.87500
% batA	0.00000
% batB	0.00000
% batC	-42.68973

dt_ms	41908.00
last_read_micros	11422224
current_read_micros	11464132
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0954000949
calculte_milli_coulombs_transffred	-330025.5312500000
battery_capacity_coulomb	53993.2929687500
battery_capacity_milli_coulomb	53993293
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.22751
% bat	49993.78906
% batA	0.00000
% batB	0.00000
% batC	-58.39146

BAT PERCENT
49.99 %
dt_ms	76388.00
last_read_micros	11464132
current_read_micros	11540520
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8194000244
calculte_milli_coulombs_transffred	-602777.7500000000
battery_capacity_coulomb	53990.9492187500
battery_capacity_milli_coulomb	53990948
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.23667
% bat	49991.61718
% batA	0.00000
% batB	0.00000
% batC	-74.74889

dt_ms	39336.00
last_read_micros	11540520
current_read_micros	11579856
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9667999267
calculte_milli_coulombs_transffred	-309771.0312500000
battery_capacity_coulomb	53977.9960937500
battery_capacity_milli_coulomb	53977995
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.27634
% bat	49979.62500
% batA	0.00000
% batB	-100.00000
% batC	-165.10183

dt_ms	42236.00
last_read_micros	11579856
current_read_micros	11622092
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1117999553
calculte_milli_coulombs_transffred	-333284.3125000000
battery_capacity_coulomb	53995.9023437500
battery_capacity_milli_coulomb	53995904
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.22141
% bat	49996.20703
% batA	0.00000
% batB	0.00000
% batC	-40.17857

dt_ms	41912.00
last_read_micros	11622092
current_read_micros	11664004
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
